alpha,avg_boundary_cost,avg_cost,avg_fidelity,avg_leakage,avg_min_cost,avg_min_cost_time_ns,avg_time_cost,avg_time_ns,checkpoint_path,eval_cost,eval_fidelity,eval_leakage,eval_min_cost,eval_min_cost_time_ns,eval_plan_path,eval_time_ns,gamma,num_workers,phase_iter,robustness,robustness_path,robustness_sigma_1p0_average_fidelity,robustness_sigma_1p0_average_gate_fidelity,robustness_sigma_1p0_fidelity_variance,update_kl,update_policy_loss,update_updated,update_value_loss
0.157,0.9962994037431435,13.400064434934926,0.484512918085377,0.694889421204555,5.192491865680978,89.8604,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000082.pt,8.129011489382737,0.24045684306598178,0.004668808087426522,0.4575107812520556,144.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000082_control_plan.npz,180.0,1.5707963267948966,8,82,"{'sigma_1p0': {'average_fidelity': 0.38552050855486153, 'average_gate_fidelity': 0.2319006356935769, 'fidelity_variance': 0.001392819117922319, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000082_robustness.json,0.38552050855486153,0.2319006356935769,0.001392819117922319,0.007962657138705254,-5.371093791950443e-08,1.0,55545.41015625
0.157,0.9861868663150625,13.252361504303336,0.49883935014579783,0.695456813944625,5.166169764301789,89.6964,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000083.pt,8.34274376066745,0.22213092973148804,0.004730207370274256,0.4860551393682686,142.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000083_control_plan.npz,180.0,1.5707963267948966,8,83,"{'sigma_1p0': {'average_fidelity': 0.3644040580144064, 'average_gate_fidelity': 0.205505072518008, 'fidelity_variance': 0.0014251905571796449, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000083_robustness.json,0.3644040580144064,0.205505072518008,0.0014251905571796449,0.007930493913590908,-6.781684191992099e-08,1.0,54345.05078125
0.157,0.966205945533565,13.348078044859966,0.48581713778439223,0.694004347717032,5.126949325450096,89.3488,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000084.pt,8.429749365597354,0.21591490119463105,0.004793417236037507,0.422016216937361,142.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000084_control_plan.npz,180.0,1.5707963267948966,8,84,"{'sigma_1p0': {'average_fidelity': 0.3601888897896254, 'average_gate_fidelity': 0.20023611223703172, 'fidelity_variance': 0.0013234536117401412, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000084_robustness.json,0.3601888897896254,0.20023611223703172,0.0013234536117401412,0.008150485344231129,6.510416739047287e-08,1.0,53707.1796875
0.157,0.9341710856512018,13.515889461616567,0.46756554263395284,0.6957373802304896,5.08109765803075,89.31,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000085.pt,8.363708176000365,0.22118813979105068,0.004798508793995422,0.42472668449087625,142.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000085_control_plan.npz,180.0,1.5707963267948966,8,85,"{'sigma_1p0': {'average_fidelity': 0.3624375728559633, 'average_gate_fidelity': 0.203046966069954, 'fidelity_variance': 0.0010638834303774187, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000085_robustness.json,0.3624375728559633,0.203046966069954,0.0010638834303774187,0.008132017217576504,1.898871504479871e-09,1.0,52858.61328125
0.157,0.9673046608012541,13.422100035827905,0.47960960332296854,0.6950891408256337,5.057164671490287,89.2636,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000086.pt,8.215131833014652,0.2328536774359221,0.004744474876702508,0.42843899994958223,142.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000086_control_plan.npz,180.0,1.5707963267948966,8,86,"{'sigma_1p0': {'average_fidelity': 0.3762170550019864, 'average_gate_fidelity': 0.2202713187524829, 'fidelity_variance': 0.001233191674137347, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000086_robustness.json,0.3762170550019864,0.2202713187524829,0.001233191674137347,0.007757817395031452,5.099826339005631e-08,1.0,52094.57421875
0.157,0.9604655787857337,13.382494848828326,0.4836420713166979,0.6958449983209571,5.064038969683215,89.5112,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000087.pt,8.163066893050074,0.23576103713164595,0.004710837999483005,0.4005494868599924,142.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000087_control_plan.npz,180.0,1.5707963267948966,8,87,"{'sigma_1p0': {'average_fidelity': 0.3794705952789474, 'average_gate_fidelity': 0.22433824409868416, 'fidelity_variance': 0.001165193716161485, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000087_robustness.json,0.3794705952789474,0.22433824409868416,0.001165193716161485,0.007867718115448952,-3.607856058351899e-08,1.0,51552.9375
0.157,0.9598469451519716,13.38048419764383,0.4837432232396479,0.6958069484888337,5.053298549896164,89.3184,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000088.pt,8.334422547956937,0.2172069836347873,0.004693683683442507,0.41989928418405165,140.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000088_control_plan.npz,180.0,1.5707963267948966,8,88,"{'sigma_1p0': {'average_fidelity': 0.35924934583745316, 'average_gate_fidelity': 0.19906168229681645, 'fidelity_variance': 0.0014037476965931268, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000088_robustness.json,0.35924934583745316,0.19906168229681645,0.0014037476965931268,0.007990694604814053,5.7779946160962936e-08,1.0,50565.97265625
0.157,0.9282806188276201,13.43982810441591,0.47349448982461745,0.6946492383834464,5.0416553739789665,89.5292,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000089.pt,8.21796410362293,0.23009655975497384,0.0047316889673517685,0.4056487479434958,140.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000089_control_plan.npz,180.0,1.5707963267948966,8,89,"{'sigma_1p0': {'average_fidelity': 0.3706479483216509, 'average_gate_fidelity': 0.2133099354020636, 'fidelity_variance': 0.0010771779737722038, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000089_robustness.json,0.3706479483216509,0.2133099354020636,0.0010771779737722038,0.007778764236718416,-3.5264758224684556e-08,1.0,49982.5703125
0.157,0.9637735400335535,13.42745914720289,0.478004367909119,0.6943729286260527,5.021358659365148,89.3072,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.157000\checkpoints\iter_000090.pt,0.39880300836735394,0.9880321465291605,0.0035524523475873927,0.39880300836735394,142.0,runs\runtime\gamma_1.570796\alpha_0.157000\plans\iter_000090_control_plan.npz,142.0,1.5707963267948966,8,90,"{'sigma_1p0': {'average_fidelity': 0.9509514685947025, 'average_gate_fidelity': 0.9386893357433779, 'fidelity_variance': 0.0006177054796980021, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.157000\robustness\iter_000090_robustness.json,0.9509514685947025,0.9386893357433779,0.0006177054796980021,0.008109217509627342,-1.4621311095197598e-07,1.0,48999.6484375
0.314,0.9347288388184734,13.639688659470801,0.45434564022065915,0.6948416222858921,6.060455853524844,89.0904,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000001.pt,8.120682199525023,0.23747489333823482,0.00483911286817298,1.1454202070100932,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000001_control_plan.npz,180.0,1.5707963267948966,8,1,"{'sigma_1p0': {'average_fidelity': 0.3789003836859721, 'average_gate_fidelity': 0.22362547960746515, 'fidelity_variance': 0.001312122449183551, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000001_robustness.json,0.3789003836859721,0.22362547960746515,0.001312122449183551,0.007962148636579514,4.2046440995591183e-08,1.0,56964.4140625
0.314,0.9140076787019509,13.586612351328169,0.4586784384688468,0.6959389057314685,6.032404694423789,88.0932,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000002.pt,7.9973046830228025,0.24655451561753475,0.004884330815608089,0.9929496814227187,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000002_control_plan.npz,180.0,1.5707963267948966,8,2,"{'sigma_1p0': {'average_fidelity': 0.39095216753083906, 'average_gate_fidelity': 0.23869020941354882, 'fidelity_variance': 0.0014637666134938066, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000002_robustness.json,0.39095216753083906,0.23869020941354882,0.0014637666134938066,0.007751705590635538,-1.6791449297670624e-07,1.0,56224.5390625
0.314,0.8635912382412032,13.45753983529869,0.46550732334403144,0.6949021830497804,6.02505535397485,88.6344,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000003.pt,7.895434488683223,0.2576529404726216,0.004879438255302307,0.9524118157846664,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000003_control_plan.npz,180.0,1.5707963267948966,8,3,"{'sigma_1p0': {'average_fidelity': 0.39824600470995714, 'average_gate_fidelity': 0.24780750588744638, 'fidelity_variance': 0.001903697695680181, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000003_robustness.json,0.39824600470995714,0.24780750588744638,0.001903697695680181,0.007890276610851288,6.808810582015212e-08,1.0,54517.0234375
0.314,0.8718748638694964,13.358467795595166,0.47579071515861515,0.694450008331182,6.0142728817582904,88.518,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000004.pt,7.7338366390602244,0.2720981218831408,0.0048958073416226836,0.9095861379183965,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000004_control_plan.npz,180.0,1.5707963267948966,8,4,"{'sigma_1p0': {'average_fidelity': 0.4077021910561632, 'average_gate_fidelity': 0.259627738820204, 'fidelity_variance': 0.0014479443944310218, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000004_robustness.json,0.4077021910561632,0.259627738820204,0.0014479443944310218,0.008033710531890392,-6.863064072604175e-08,1.0,53747.90234375
0.314,0.841890683429187,13.194708825366211,0.4898468226864352,0.6951286368801373,6.029586086386467,88.7044,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000005.pt,7.735116730702042,0.2708786282328773,0.004868789836816917,0.8606725563291393,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000005_control_plan.npz,180.0,1.5707963267948966,8,5,"{'sigma_1p0': {'average_fidelity': 0.40257557633899294, 'average_gate_fidelity': 0.2532194704237412, 'fidelity_variance': 0.0009757163354933631, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000005_robustness.json,0.40257557633899294,0.2532194704237412,0.0009757163354933631,0.00812478270381689,-3.8519964107308624e-08,1.0,53125.7890625
0.314,0.799599083348331,13.185485059689809,0.4851448895715652,0.6937334872057129,6.016563941040091,88.8892,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000006.pt,7.566967192028465,0.28737323158794126,0.0047933833229049285,0.8229860796644091,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000006_control_plan.npz,180.0,1.5707963267948966,8,6,"{'sigma_1p0': {'average_fidelity': 0.42227837519374456, 'average_gate_fidelity': 0.2778479689921806, 'fidelity_variance': 0.0016675569644643124, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000006_robustness.json,0.42227837519374456,0.2778479689921806,0.0016675569644643124,0.0078100780956447124,-8.734809142652011e-08,1.0,52062.05859375
0.314,0.8113429031875468,13.123717917474535,0.493359309020993,0.6945968104496917,5.9918793381343045,88.418,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000007.pt,7.490739844662281,0.29198699886641993,0.004718857323522914,0.7798268394901111,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000007_control_plan.npz,180.0,1.5707963267948966,8,7,"{'sigma_1p0': {'average_fidelity': 0.42194215746470154, 'average_gate_fidelity': 0.2774276968308768, 'fidelity_variance': 0.001442775052018001, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000007_robustness.json,0.42194215746470154,0.2774276968308768,0.001442775052018001,0.008490724489092827,6.75455709142625e-08,1.0,51079.54296875
0.314,0.8000985585004611,13.096693776129648,0.496527980180096,0.6961875019430146,5.982733035190032,88.3104,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000008.pt,7.265077466126713,0.31888633022722934,0.004754473249315172,0.7475086078330957,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000008_control_plan.npz,180.0,1.5707963267948966,8,8,"{'sigma_1p0': {'average_fidelity': 0.4379718680982711, 'average_gate_fidelity': 0.2974648351228389, 'fidelity_variance': 0.0013851409143759792, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000008_robustness.json,0.4379718680982711,0.2974648351228389,0.0013851409143759792,0.007755783852189779,1.2288411710414948e-07,1.0,50288.96484375
0.314,0.7984143036635525,12.912813672017606,0.5128274506194657,0.694267387454871,5.987271022148183,88.4096,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000009.pt,7.10887059273561,0.33283310488517226,0.004780719513431089,0.7583515015536847,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000009_control_plan.npz,180.0,1.5707963267948966,8,9,"{'sigma_1p0': {'average_fidelity': 0.4441523141661174, 'average_gate_fidelity': 0.30519039270764675, 'fidelity_variance': 0.0020000264395222092, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000009_robustness.json,0.4441523141661174,0.30519039270764675,0.0020000264395222092,0.0085327522829175,1.2586805553382874e-07,1.0,49585.73046875
0.314,0.8234691715596062,12.865700273878856,0.5210808381871856,0.6953039484191106,5.985041918318561,88.3976,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000010.pt,7.234586742623201,0.321076705088774,0.004676202178826746,0.7677927673289268,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000010_control_plan.npz,180.0,1.5707963267948966,8,10,"{'sigma_1p0': {'average_fidelity': 0.43691384597961974, 'average_gate_fidelity': 0.2961423074745247, 'fidelity_variance': 0.002048946128799796, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000010_robustness.json,0.43691384597961974,0.2961423074745247,0.002048946128799796,0.007987242192029953,-3.824869665436381e-08,1.0,49236.5234375
0.314,0.8274392230275481,12.98446890976537,0.5089710069133112,0.6946739755870933,5.939307992261469,88.1376,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000011.pt,6.874014730587146,0.3565600867462945,0.004638948497641992,0.7167087541067463,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000011_control_plan.npz,180.0,1.5707963267948966,8,11,"{'sigma_1p0': {'average_fidelity': 0.4689314530335238, 'average_gate_fidelity': 0.33616431629190474, 'fidelity_variance': 0.0016883520984258542, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000011_robustness.json,0.4689314530335238,0.33616431629190474,0.0016883520984258542,0.008408090099692345,-2.9025606806953874e-08,1.0,48612.765625
0.314,0.8283171762912632,12.786424060492108,0.5292257515083666,0.6950364399284511,5.9369243939910215,88.1792,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000012.pt,6.9405089027579425,0.34748762951554485,0.004744496414507043,0.7402508986564811,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000012_control_plan.npz,180.0,1.5707963267948966,8,12,"{'sigma_1p0': {'average_fidelity': 0.4674750673636731, 'average_gate_fidelity': 0.33434383420459146, 'fidelity_variance': 0.00214684145445016, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000012_robustness.json,0.4674750673636731,0.33434383420459146,0.00214684145445016,0.008264155127108097,-2.983940916578831e-08,1.0,47481.9609375
0.314,0.7927903392029182,12.787154878822982,0.5255466026594932,0.6949830566214993,5.889367452448345,87.8708,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000013.pt,6.707168101340525,0.36937722530677874,0.004751223230258712,0.7575584044902305,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000013_control_plan.npz,180.0,1.5707963267948966,8,13,"{'sigma_1p0': {'average_fidelity': 0.48464497433440923, 'average_gate_fidelity': 0.3558062179180116, 'fidelity_variance': 0.0019918404465993893, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000013_robustness.json,0.48464497433440923,0.3558062179180116,0.0019918404465993893,0.008260689675807953,1.0850694787123416e-09,1.0,46661.01953125
0.314,0.7748729421207152,12.64996735177884,0.5351126035123279,0.6926220444781402,5.872163763162778,87.422,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000014.pt,6.294053629072861,0.41106497908795925,0.004788375215644315,0.7339375373411614,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000014_control_plan.npz,180.0,1.5707963267948966,8,14,"{'sigma_1p0': {'average_fidelity': 0.5189686607319722, 'average_gate_fidelity': 0.39871082591496537, 'fidelity_variance': 0.0026830164831094226, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000014_robustness.json,0.5189686607319722,0.39871082591496537,0.0026830164831094226,0.008364506997168064,9.819878243888525e-08,1.0,46180.33203125
0.314,0.7900291959812885,12.468444607878071,0.5556678239772495,0.6935093651669278,5.859944824466128,87.798,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000015.pt,6.1559906376564575,0.43132271280963635,0.004770535514216099,0.7456197806918852,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000015_control_plan.npz,180.0,1.5707963267948966,8,15,"{'sigma_1p0': {'average_fidelity': 0.529411889818031, 'average_gate_fidelity': 0.4117648622725387, 'fidelity_variance': 0.0026202711263412963, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000015_robustness.json,0.529411889818031,0.4117648622725387,0.0026202711263412963,0.00831921212375164,3.5264757780595346e-09,1.0,45209.91015625
0.314,0.8168324824763631,12.41788807067234,0.5651259823212901,0.6952315411408878,5.852277289106244,87.5036,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000016.pt,6.311791579783868,0.41045731671019464,0.004814652353764709,0.7138798751324749,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000016_control_plan.npz,180.0,1.5707963267948966,8,16,"{'sigma_1p0': {'average_fidelity': 0.5121600136806876, 'average_gate_fidelity': 0.3902000171008595, 'fidelity_variance': 0.002036654905019513, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000016_robustness.json,0.5121600136806876,0.3902000171008595,0.002036654905019513,0.008392958901822567,-4.2317708448535996e-08,1.0,44494.53515625
0.314,0.770507933422637,12.494067104160814,0.5527784333407726,0.6951343504145904,5.810473331223467,87.13,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000017.pt,6.174664204687937,0.4280933770538316,0.004822327361279122,0.6836058065774958,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000017_control_plan.npz,180.0,1.5707963267948966,8,17,"{'sigma_1p0': {'average_fidelity': 0.5172151377704575, 'average_gate_fidelity': 0.3965189222130719, 'fidelity_variance': 0.002294969825142906, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000017_robustness.json,0.5172151377704575,0.3965189222130719,0.002294969825142906,0.008189782500267029,6.808810582015212e-08,1.0,43917.69140625
0.314,0.8127555191040664,12.33968356338414,0.5719926513797661,0.6946854558077734,5.81799522061143,87.2608,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000018.pt,6.291735558517233,0.41575444263571054,0.0048151358505251415,0.6792115237814678,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000018_control_plan.npz,180.0,1.5707963267948966,8,18,"{'sigma_1p0': {'average_fidelity': 0.5022194267590592, 'average_gate_fidelity': 0.37777428344882397, 'fidelity_variance': 0.0022630659163631974, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000018_robustness.json,0.5022194267590592,0.37777428344882397,0.0022630659163631974,0.008593613281846046,2.1158854224267998e-08,1.0,43012.125
0.314,0.8225552319241353,12.440170006694466,0.5637378614396075,0.6954993389166404,5.797332000338673,87.0752,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000019.pt,6.203550993127491,0.4278919165140286,0.004861658738368776,0.6910599843404864,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000019_control_plan.npz,180.0,1.5707963267948966,8,19,"{'sigma_1p0': {'average_fidelity': 0.5266131788507055, 'average_gate_fidelity': 0.4082664735633819, 'fidelity_variance': 0.0020816992399177686, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000019_robustness.json,0.5266131788507055,0.4082664735633819,0.0020816992399177686,0.008000124245882034,2.387152697735928e-08,1.0,42958.85546875
0.314,0.7963737287134529,12.3505885502033,0.5701333119310475,0.6955547940800321,5.751388141306743,87.3184,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000020.pt,6.296055930386415,0.4181383900074554,0.004858626582849611,0.7366394324046425,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000020_control_plan.npz,180.0,1.5707963267948966,8,20,"{'sigma_1p0': {'average_fidelity': 0.5150502900425169, 'average_gate_fidelity': 0.393812862553146, 'fidelity_variance': 0.0019552974093137187, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000020_robustness.json,0.5150502900425169,0.393812862553146,0.0019552974093137187,0.00859751645475626,-8.110894356150311e-08,1.0,41969.3828125
0.314,0.7778345787426524,12.42756101381642,0.5606963833319394,0.6956690268393161,5.720494912936075,86.742,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000021.pt,6.146800902846986,0.43788275912177443,0.004882490003944081,0.694494472667806,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000021_control_plan.npz,180.0,1.5707963267948966,8,21,"{'sigma_1p0': {'average_fidelity': 0.5261453790199065, 'average_gate_fidelity': 0.4076817237748831, 'fidelity_variance': 0.0021844038563493427, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000021_robustness.json,0.5261453790199065,0.4076817237748831,0.0021844038563493427,0.008465666323900223,2.143012167721281e-08,1.0,41834.78125
0.314,0.7982847372441071,12.371667768685606,0.5669440967661833,0.6942823999103331,5.7123500933311195,86.8196,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000022.pt,5.88302518784895,0.4641120501957721,0.004802670393146215,0.6521398467119883,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000022_control_plan.npz,180.0,1.5707963267948966,8,22,"{'sigma_1p0': {'average_fidelity': 0.5400900238387836, 'average_gate_fidelity': 0.4251125297984796, 'fidelity_variance': 0.0023081243131424017, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000022_robustness.json,0.5400900238387836,0.4251125297984796,0.0023081243131424017,0.008348795585334301,1.1962890766881173e-07,1.0,40956.2265625
0.314,0.8260808705497864,12.278912526385067,0.578986018399107,0.6942691839826349,5.753210607235597,87.1984,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000023.pt,5.6067755955974095,0.4839542848740136,0.004836680708006854,0.6164071840870299,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000023_control_plan.npz,180.0,1.5707963267948966,8,23,"{'sigma_1p0': {'average_fidelity': 0.5627267938443643, 'average_gate_fidelity': 0.45340849230545544, 'fidelity_variance': 0.002598776520996058, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000023_robustness.json,0.5627267938443643,0.45340849230545544,0.002598776520996058,0.008816726505756378,3.7434894295529375e-08,1.0,40574.078125
0.314,0.7858652455074627,12.130504265998844,0.5913471412105726,0.6958110432597109,5.775185223340832,87.4016,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000024.pt,5.736602096027871,0.4702295383280143,0.00478743345721162,0.6074439131350241,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000024_control_plan.npz,180.0,1.5707963267948966,8,24,"{'sigma_1p0': {'average_fidelity': 0.5533842952165359, 'average_gate_fidelity': 0.44173036902066987, 'fidelity_variance': 0.001798691638691779, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000024_robustness.json,0.5533842952165359,0.44173036902066987,0.001798691638691779,0.008151873014867306,3.797743008959742e-09,1.0,40118.7578125
0.314,0.7414217728662416,12.176929386039927,0.5825101858079613,0.6960609471253298,5.753740187314897,87.4476,0.3,180.0,runs\runtime\gamma_1.570796\alpha_0.314000\checkpoints\iter_000025.pt,5.75672173298129,0.46771205580695874,0.004844464897854498,0.6222358035146843,140.0,runs\runtime\gamma_1.570796\alpha_0.314000\plans\iter_000025_control_plan.npz,180.0,1.5707963267948966,8,25,"{'sigma_1p0': {'average_fidelity': 0.5572624572050285, 'average_gate_fidelity': 0.44657807150628576, 'fidelity_variance': 0.0017303879143585556, 'num_samples': 60, 'sigma_mhz': 1.0}}",runs\runtime\gamma_1.570796\alpha_0.314000\robustness\iter_000025_robustness.json,0.5572624572050285,0.44657807150628576,0.0017303879143585556,0.008333176374435425,6.646050110248325e-08,1.0,39522.78125
