horizon_ns,best_cost
60.0,0.3412615101586405
90.0,0.1546805807529593
120.0,0.20227960947469073
150.0,0.25134866470466743
180.0,0.30088876828502803
210.0,0.3506258625021206
240.0,0.40046712927790634
