method,sigma_mhz,num_samples,average_fidelity,average_gate_fidelity,fidelity_variance
adam_test,0.1,60,0.9749292525319736,0.983286168354649,1.8572218153796984e-06
adam_test,0.11,60,0.9748101179552286,0.9832067453034857,1.4421914652240089e-06
adam_test,0.12,60,0.9745140637459068,0.9830093758306045,2.407179803645476e-06
adam_test,0.13,60,0.9750137291540544,0.9833424861027029,4.246000895376351e-06
adam_test,0.14,60,0.9749020192475172,0.9832680128316781,3.3720281504653213e-06
adam_test,0.15,60,0.9749432467944515,0.9832954978629678,4.288144437873324e-06
adam_test,0.16,60,0.9748068319334836,0.9832045546223224,3.779994692911422e-06
adam_test,0.17,60,0.9747147107262214,0.9831431404841476,4.023668761024655e-06
adam_test,0.18,60,0.9738844150515203,0.9825896100343469,5.507962565558225e-06
adam_test,0.19,60,0.9741073918370038,0.9827382612246692,5.186796299101126e-06
adam_test,0.2,60,0.9748862259752712,0.9832574839835141,6.473067280629145e-06
adam_test,0.21,60,0.974137079902185,0.9827580532681234,6.5935830571022205e-06
adam_test,0.22,60,0.9734523761805935,0.9823015841203957,9.26800892591773e-06
adam_test,0.23,60,0.9732457721140726,0.9821638480760484,9.226448775579586e-06
adam_test,0.24,60,0.9741534954207404,0.9827689969471601,1.180344239823367e-05
adam_test,0.25,60,0.9741078887094418,0.9827385924729611,1.1502071397066693e-05
adam_test,0.26,60,0.974153720283946,0.9827691468559641,1.2377662738456555e-05
adam_test,0.27,60,0.9744115418201268,0.9829410278800846,1.4373922774603588e-05
adam_test,0.28,60,0.9737134499574422,0.9824756333049615,1.401425915887519e-05
adam_test,0.29,60,0.9734167728846608,0.9822778485897738,1.475863117049586e-05
adam_test,0.3,60,0.9732897340567508,0.9821931560378339,1.3773645924109713e-05
adam_test,0.31,60,0.9733099308428816,0.9822066205619211,1.6444524430926467e-05
adam_test,0.32,60,0.9732159674043191,0.982143978269546,1.825716592621872e-05
adam_test,0.33,60,0.9731437973162,0.9820958648774667,1.905116576349989e-05
adam_test,0.34,60,0.9730621039496206,0.9820414026330804,2.4118467559467955e-05
adam_test,0.35,60,0.9733018861099836,0.9822012574066558,2.276828455717625e-05
adam_test,0.36,60,0.9726359182351518,0.9817572788234346,2.333643983096536e-05
adam_test,0.37,60,0.97273788901639,0.98182525934426,3.745574503930586e-05
adam_test,0.38,60,0.9710166273026024,0.9806777515350683,2.842322220152877e-05
adam_test,0.39,60,0.9724843169867026,0.9816562113244683,2.642491388224672e-05
adam_test,0.4,60,0.9719956101276968,0.9813304067517978,2.1704348249297435e-05
adam_test,0.41,60,0.971650896975398,0.9811005979835986,1.987134479112741e-05
adam_test,0.42,60,0.9718425826589492,0.9812283884392995,2.855066393426986e-05
adam_test,0.43,60,0.9706960012978186,0.9804640008652123,2.701943991697485e-05
adam_test,0.44,60,0.9709673343612708,0.9806448895741805,4.34264194179574e-05
adam_test,0.45,60,0.9717716642292828,0.9811811094861885,3.197840509039009e-05
adam_test,0.46,60,0.9708231373086292,0.9805487582057527,3.905710297040398e-05
adam_test,0.47,60,0.9709503106509684,0.9806335404339789,3.893478610169452e-05
adam_test,0.48,60,0.9717549613609188,0.9811699742406125,3.716597899499788e-05
adam_test,0.49,60,0.9720274554118168,0.9813516369412113,4.470800670668393e-05
adam_test,0.5,60,0.9696017598397132,0.9797345065598089,4.553267580104392e-05
adam_test,0.51,60,0.970260458569041,0.9801736390460274,5.104942117902e-05
adam_test,0.52,60,0.97059633222424,0.9803975548161601,5.210630452472845e-05
adam_test,0.53,60,0.9697731284976592,0.9798487523317728,5.373940065542375e-05
