method,sigma_mhz,num_samples,average_fidelity,average_gate_fidelity,fidelity_variance
nominal,0.1,60,0.995049095082678,0.9938113688533476,1.172927207109294e-06
nominal,0.15,60,0.9945221045527308,0.9931526306909136,2.0643961894043127e-06
nominal,0.2,60,0.9936426132109158,0.9920532665136449,3.3079145796634116e-06
nominal,0.25,60,0.9933517194841379,0.9916896493551725,6.657144396948083e-06
nominal,0.3,60,0.9919612345974619,0.9899515432468274,1.2832880743609935e-05
nominal,0.35,60,0.9910362881376742,0.9887953601720926,8.987595579423699e-06
nominal,0.4,60,0.9892720975610683,0.9865901219513353,2.3979207604906646e-05
nominal,0.45,60,0.9883230200449274,0.9854037750561594,5.0283622914903076e-05
nominal,0.5,60,0.9871215210264395,0.9839019012830493,4.5421682919341714e-05
nominal,0.55,60,0.985674332929192,0.9820929161614895,6.913868468556511e-05
nominal,0.6,60,0.982786083304898,0.9784826041311224,4.476338574763059e-05
nominal,0.65,60,0.980014575516222,0.9750182193952776,0.00011127937582048793
nominal,0.7,60,0.9779864676475196,0.9724830845593995,0.00011321432231420743
nominal,0.75,60,0.9755560728720742,0.9694450910900927,0.00011994034929665437
nominal,0.8,60,0.9730461546936162,0.9663076933670204,0.00019180498937913166
nominal,0.85,60,0.970248919194812,0.962811148993515,0.0002193309408299305
nominal,0.9,60,0.9662553973554356,0.9578192466942945,0.0002546795806454971
nominal,0.95,60,0.9651096309991559,0.9563870387489448,0.00033707606057288824
nominal,1.0,60,0.9608958080239548,0.9511197600299435,0.0005764948555681334
nominal,1.05,60,0.9617085086805294,0.9521356358506619,0.00042000433185924345
nominal,1.1,60,0.9529027887233159,0.9411284859041449,0.0005690563278370504
nominal,1.15,60,0.9510236055959741,0.9387795069949678,0.00041852305453567076
nominal,1.2,60,0.9451121057797263,0.9313901322246578,0.0005751336325749798
nominal,1.25,60,0.9439911924453279,0.9299889905566601,0.0009220778523189153
nominal,1.3,60,0.9393662140801666,0.9242077676002085,0.0008106791720969566
nominal,1.35,60,0.9278616840646031,0.9098271050807536,0.0011221969123102172
nominal,1.4,60,0.9305351890273728,0.9131689862842157,0.001104289993188624
nominal,1.45,60,0.9215346414499934,0.9019183018124919,0.0014555788581096173
nominal,1.5,60,0.9247759230784492,0.9059699038480616,0.001303641478013895
nominal,1.55,60,0.9183950690469035,0.8979938363086293,0.0016103820365703746
nominal,1.6,60,0.9123575052693884,0.8904468815867352,0.001722714643666241
nominal,1.65,60,0.91004693394808,0.8875586674350999,0.0014844044822478585
nominal,1.7,60,0.9075845438560965,0.8844806798201205,0.0016389456517398207
nominal,1.75,60,0.8961822676699613,0.8702278345874516,0.0018942578584211893
nominal,1.8,60,0.8933815302886835,0.8667269128608542,0.0017469836666565292
nominal,1.85,60,0.8940871884257515,0.8676089855321895,0.002131034675325175
nominal,1.9,60,0.8774359190304164,0.8467948987880205,0.0025508564843329824
nominal,1.95,60,0.8846190787643302,0.8557738484554126,0.0034907846084330967
nominal,2.0,60,0.8640687534152884,0.8300859417691104,0.004324204918139711
nominal,2.05,60,0.8647198157929236,0.8308997697411545,0.0038892277512487428
nominal,2.1,60,0.8694964971561007,0.8368706214451257,0.0024472559537337727
nominal,2.15,60,0.8448810056536034,0.8061012570670043,0.0035480951379772818
nominal,2.2,60,0.8580065104401733,0.8225081380502168,0.003509428659963659
nominal,2.25,60,0.8344979508438041,0.7931224385547551,0.004494399487865674
nominal,2.3,60,0.8364551690839472,0.7955689613549342,0.005037958387950022
nominal,2.35,60,0.8260850516681346,0.7826063145851682,0.005569820928760414
nominal,2.4,60,0.8330061895827182,0.7912577369783977,0.0034991869583049454
nominal,2.45,60,0.8201241954078591,0.7751552442598239,0.006188173856743264
nominal,2.5,60,0.8127501619851337,0.7659377024814173,0.00572342829773089
nominal,2.55,60,0.8108955454324683,0.7636194317905852,0.004794794563292616
nominal,2.6,60,0.7950522819236238,0.7438153524045297,0.0076367442182437816
nominal,2.65,60,0.7871891101379636,0.733986387672454,0.00621258735807933
nominal,2.7,60,0.7863276902088379,0.7329096127610473,0.007542525770576397
nominal,2.75,60,0.7743821860347933,0.7179777325434915,0.008060883000256999
nominal,2.8,60,0.7672109941997923,0.7090137427497406,0.005046529481965834
nominal,2.85,60,0.7622730061809551,0.7028412577261938,0.00577471692948018
nominal,2.9,60,0.7767214187822442,0.7209017734778048,0.007729608185937052
nominal,2.95,60,0.7340213354787971,0.6675266693484966,0.012547682283249314
nominal,3.0,60,0.738424311671017,0.6730303895887711,0.011954691657530712
nominal,3.05,60,0.7463452218401634,0.6829315273002042,0.008258101132199993
nominal,3.1,60,0.726029530765649,0.6575369134570612,0.009892730464799382
nominal,3.15,60,0.7267730877334282,0.6584663596667852,0.010302580235819443
nominal,3.2,60,0.7356271205799567,0.6695339007249459,0.011150702815090365
nominal,3.25,60,0.709178396404166,0.6364729955052074,0.009749077937396924
nominal,3.3,60,0.6950101721548052,0.6187627151935065,0.01566887934717011
nominal,3.35,60,0.7171612535416875,0.6464515669271091,0.008228287951413117
nominal,3.4,60,0.6851884548464271,0.6064855685580337,0.018725153637939633
nominal,3.45,60,0.6738486504592849,0.5923108130741063,0.013743284638634504
nominal,3.5,60,0.6890780858641146,0.6113476073301432,0.011028783821847203
